user_id,group,usage_pre,usage_minutes,is_paying,revenue,latency_ms,error_rate_flag,support_tickets
98,control,39.504686328257,60.263529879370104,0,0.0,274.1481054021215,0,1
99,control,52.804506879868484,49.27154049922887,0,0.0,197.54955504374814,0,0
100,control,26.892425124441345,62.631379617419086,0,0.0,170.320627737677,0,1
101,control,46.59570884576955,56.463871962218356,0,0.0,179.4350564562388,0,0
102,control,70.60747967956327,77.0715770299359,0,0.0,234.64077525531704,0,0
103,control,69.22343452688825,58.04557555648623,0,0.0,125.90999690502876,0,1
104,control,16.32846811425644,38.826003625983844,0,0.0,184.2796003122675,0,1
105,control,16.90068978533944,0.0,0,0.0,268.3578917963983,0,0
106,control,47.762937534048504,72.86523236921285,0,0.0,251.78274956674775,0,0
107,control,26.899048320720635,65.98709293605555,0,0.0,106.00250306320576,0,0
108,control,59.04918312849215,66.64357264330617,0,0.0,230.29240660694248,0,2
109,control,44.17849494226941,29.11695310623156,0,0.0,249.71427142888902,0,0
110,control,53.98684391835594,50.14458259794395,0,0.0,201.23216374524512,0,0
111,control,55.09905595136756,44.49887740195461,0,0.0,244.9910199811311,0,0
112,control,80.10566792984707,71.31404124354371,0,0.0,219.87337690270112,0,1
113,control,73.22653639545075,40.42137198787903,0,0.0,94.38451462083823,0,0
114,control,45.81166638458647,36.105451681970294,0,0.0,159.4315747400013,0,1
115,control,56.18593393906177,69.586384929705,0,0.0,234.21708935841662,0,0
116,control,44.317914794110656,40.49575605385343,0,0.0,198.70393057051783,0,1
117,control,41.363566474837405,88.29245902051338,0,0.0,238.37177258762634,0,0
118,control,56.12794306736877,47.97487263659141,0,0.0,285.91906866527717,0,2
119,control,72.74581655276816,85.22784244868771,0,0.0,237.080129399091,0,1
120,control,51.047118126925504,60.694055688311224,0,0.0,247.855588733488,0,2
121,control,78.6530650336342,76.11538588470248,0,0.0,181.5085763414918,0,0
122,control,22.28873447202448,55.713885759148056,0,0.0,198.0807734990062,0,0
123,control,11.845413382481764,13.667630302584366,0,0.0,203.3097164823963,0,1
124,control,41.68277463114228,40.892707502818915,1,85.35680261352084,323.69620448936183,0,1
125,control,46.516532810394516,75.45901638995883,0,0.0,156.25630554686995,1,0
126,control,60.38602275269706,26.732032326912858,1,130.03112667035742,225.01643387156977,0,0
127,control,59.671123680650176,62.181589419926446,0,0.0,198.9922362962872,0,0
128,control,28.98283612910773,49.68995658032921,0,0.0,203.5481619424984,0,2
129,control,69.26049790722999,52.22913593104624,0,0.0,284.1771851843268,0,1
130,control,68.4987394442201,35.72622595111888,0,0.0,212.2545224127546,0,3
131,control,48.91474896977581,56.903457324476584,0,0.0,180.4970710779994,0,1
132,control,52.875499794309306,62.552316672752966,0,0.0,234.06061407539994,0,1
133,control,73.09916148063341,74.42300296580758,0,0.0,188.1523213929169,0,1
134,control,86.66959438619776,64.85808741573443,0,0.0,240.3622838790351,0,1
135,control,69.6199878490512,75.02964976644381,0,0.0,175.7837976445407,0,0
136,control,50.751218145126316,58.65005061181472,0,0.0,139.38300018470014,0,0
137,control,43.90241229962387,49.19352347724569,0,0.0,195.50861899517167,0,0
138,control,22.91034743287333,23.000619390883728,0,0.0,212.36858625224284,0,1
139,control,68.43329760735001,47.61613175203128,0,0.0,232.511391529125,0,1
140,control,12.182173529677893,28.71795204107801,0,0.0,113.4185415933336,0,1
141,control,65.55338982761899,45.768373692166776,0,0.0,202.69201518429682,0,0
142,control,49.48898959850621,63.547665218798336,0,0.0,131.35030434169227,0,0
143,control,24.760166869035874,25.40914800208059,0,0.0,216.42398027981153,0,1
144,control,42.25300544553045,43.213482850149575,1,62.25733340526767,122.82963590829927,0,0
145,control,53.595149999903235,61.90554392588748,0,0.0,125.55861212152209,0,0
146,control,0.0,44.034449725803654,0,0.0,143.83714374817814,0,0
147,control,64.74397399276842,44.55632721432353,1,70.81572525513374,177.1574436334407,0,0
148,control,70.39293415668396,74.56382905199058,0,0.0,188.33779857506153,0,1
149,control,50.3070663540778,43.54324816467967,0,0.0,169.095911890431,0,0
150,control,52.27281249174638,59.66302728865012,0,0.0,289.31150951612017,0,0
151,control,68.50983136302541,47.328881355520934,1,67.11472281697888,284.5979717230776,0,0
152,control,57.09038128432112,35.30222519250488,0,0.0,292.92767995730543,0,0
153,control,57.045394994317206,31.895158068805557,0,0.0,269.5649237226419,0,0
154,control,55.39390988279565,64.37619141895861,0,0.0,91.46646552963273,0,0
155,control,37.5477366350971,62.790707183896224,0,0.0,204.56018613361647,0,0
156,control,61.71474411118138,59.76808783224299,0,0.0,244.5426719500549,0,1
157,control,27.361592780958382,34.180186904633885,0,0.0,227.00065811932106,0,1
158,control,48.869412298129284,64.2181715085911,0,0.0,213.02987654127102,0,2
159,control,40.17992821909169,59.03176963724346,1,131.28497993974327,225.8896011683757,0,0
160,control,68.50061038677401,89.23450719684261,0,0.0,109.80985803029763,0,1
161,control,51.301788865815965,51.61004186731809,0,0.0,197.2899586361216,0,1
162,control,57.583129267555414,60.30278084775761,0,0.0,226.92891557938378,0,2
163,control,43.818911659024195,48.36223222352949,0,0.0,97.74789620932609,0,2
164,control,92.46116756041891,66.9282472570882,0,0.0,271.71859898406603,0,3
165,control,40.44985638592928,40.83748957308794,1,98.55787012923547,175.85463056414315,0,0
166,control,54.97351472752878,53.228377745764334,0,0.0,283.461018573209,0,2
167,control,68.1740241755857,82.84774831717291,0,0.0,172.84141738738649,0,2
168,control,24.24196416760153,55.765249752212426,1,118.20174964306624,143.03101814099585,0,0
169,control,56.193496421390314,51.3125025731344,0,0.0,223.42446641072982,0,0
170,control,81.37512932701692,62.93225215143489,0,0.0,179.81109545997532,0,1
171,control,28.68284295638222,46.16591155769153,0,0.0,213.81202663874686,0,1
172,control,36.75880769903513,32.747571306667446,1,129.43872135687965,219.47926927742236,0,0
173,control,64.91438804636135,55.22058825707318,0,0.0,201.7707241065998,0,0
174,control,61.55656342129005,57.92958837295129,0,0.0,321.0255626347888,0,0
175,control,49.31313561608802,58.4886924201799,0,0.0,312.87560781258037,0,1
176,control,78.6690983517456,109.39576853088556,0,0.0,87.60912355005021,0,0
177,control,58.398703624914184,58.12501351205141,1,105.74635011886208,146.7617863996902,0,1
178,control,22.024312097820953,29.99839949887401,0,0.0,113.58643558370909,0,1
179,control,82.96751053052203,89.84968598921847,0,0.0,250.48757668364732,0,0
180,control,23.11758506955328,20.370612915785145,0,0.0,199.48456377397656,0,2
181,control,55.76976031794193,60.453934592157715,0,0.0,188.87380694093522,0,0
182,control,46.316217771191894,70.10475531315363,0,0.0,139.41843067432163,0,1
183,control,68.32560898828737,32.97293334505856,0,0.0,182.64579634078402,0,3
184,control,44.61809035407911,40.26694109269103,0,0.0,191.08332052416253,0,0
185,control,49.26176371693741,41.73350725559756,0,0.0,147.7757298163116,0,2
186,control,36.11903238492788,23.638746654160187,0,0.0,236.01895804703216,0,0
187,control,63.658241870846545,46.707912608909055,0,0.0,193.8434996898194,0,0
188,control,53.366061243189016,57.54528336290555,0,0.0,254.57976604718826,0,0
189,control,38.86256434857676,20.13026890224755,1,99.52231154833636,244.28899222903127,0,2
190,control,37.864042748320024,69.43626220969671,0,0.0,210.34871184785632,0,2
191,control,79.43032221264222,58.17150152752645,0,0.0,283.6278735934232,0,2
192,control,57.82185918202231,54.35791965808653,0,0.0,183.7162776696559,0,0
193,control,36.68581176674811,27.458422098737685,0,0.0,137.37841052698528,0,0
194,control,65.58829644267847,59.23015941406788,0,0.0,253.76773009853576,0,0
195,control,23.52117954184955,45.88567930221298,0,0.0,206.98359868309328,0,0
196,control,54.36467774916753,42.36908116643432,0,0.0,264.6226013282934,0,0
197,control,18.157332171528747,42.75972403652549,0,0.0,149.44513560219806,0,0
198,control,69.47327436132376,54.51224613766237,0,0.0,178.8091316722235,0,0
199,control,75.13375111567974,44.18953004174229,0,0.0,189.48329739265822,0,1
200,control,37.95707952016609,56.31787055432161,1,105.20327587513023,206.81184600176974,0,0
201,control,29.1196724475271,8.695495456775706,0,0.0,148.55137159178585,0,0
202,control,55.46440077495243,32.387069154440624,0,0.0,276.3641691263577,0,0
203,control,21.37767654305973,17.991648859578383,0,0.0,216.20954682943292,0,1
204,control,51.99498313010337,19.649898390496737,0,0.0,259.9940432498956,0,1
205,control,92.72147095512321,85.88461677400116,0,0.0,194.82417810439662,0,1
206,control,47.33862137890226,46.62239889033103,0,0.0,129.84756382455598,0,0
207,control,25.046832315630752,71.83488594981397,0,0.0,166.20669052259763,0,1
208,control,25.88947534960282,36.40747730042927,0,0.0,196.77729297636785,0,1
209,control,101.22614078707119,41.255220916330074,0,0.0,145.6653519891577,0,3
210,control,0.0,21.633658723520707,0,0.0,204.28376340093916,0,0
211,control,56.60000223759864,64.11086491322672,0,0.0,142.24712426812542,0,0
212,control,35.33522680614924,15.171046302106177,0,0.0,219.13094066045423,1,0
213,control,44.58298455716756,31.152181952973812,0,0.0,260.4916474282056,0,0
214,control,49.58321606186222,66.57921181978061,0,0.0,184.62190122842136,0,0
215,control,57.19292704457778,43.03249037358776,0,0.0,179.8268947599867,0,0
216,control,79.18367439880538,61.87939701320117,0,0.0,174.61466929241766,0,0
217,control,48.2160103836599,83.16519433171132,0,0.0,239.31117372931658,0,0
218,control,42.263179163355964,58.836385699954135,0,0.0,141.50256177964607,0,0
219,control,42.55310739809104,30.62402680642468,0,0.0,324.2803368842849,0,1
220,control,81.60714174656803,63.92013757449213,0,0.0,212.42478280417419,0,0
221,control,58.7443368628967,37.29211720474973,0,0.0,186.66538351593067,0,0
222,control,28.592054804384325,18.453596823331637,0,0.0,285.06144777698296,0,1
223,control,36.25734554457752,26.676644753705176,0,0.0,227.94634410579866,0,1
224,control,64.2601372271565,64.26205958171985,0,0.0,179.7160389661416,0,0
225,control,43.25680857763557,16.598941910043436,0,0.0,212.14610786751348,0,0
226,control,36.99734944238766,40.297223579343935,0,0.0,287.83311715013156,0,0
227,control,33.035596733370724,37.92487003314558,0,0.0,194.12665115030597,0,1
228,control,32.34707688761565,36.806264566069316,0,0.0,126.54746260687696,0,0
229,control,94.63607762498357,95.39594292310026,0,0.0,130.94328487985067,0,0
230,control,41.149492635312605,39.223291870373856,0,0.0,206.0996302163099,0,2
231,control,51.49924489192428,55.64698253855054,1,138.19330920559878,225.7642690639926,0,0
232,control,49.242087992805935,48.8665423199125,0,0.0,169.19916604387973,0,0
233,control,52.67782154471076,37.13650562144532,0,0.0,252.25167970408168,0,0
234,control,58.90646241269465,29.26055597712716,0,0.0,223.78095903566128,0,0
235,control,56.844525100971794,66.80069453710864,1,107.68047435376725,204.8115817034688,0,0
236,control,75.46334350312303,63.700767674455506,0,0.0,169.45317412157274,0,0
237,control,48.978153581593084,72.92191985583074,0,0.0,239.92056580401777,0,0
238,control,59.77179355281742,74.75981606293003,0,0.0,188.28257714156408,0,1
239,control,46.341874036986184,79.72367707859351,1,80.97054987866586,193.15047183701284,0,1
240,control,33.69685049345922,45.26939998209262,0,0.0,202.74302041159916,0,0
241,control,54.30038471705293,37.618311279334236,0,0.0,255.24349644419814,0,1
242,control,51.801637148658116,67.68256273182962,0,0.0,64.42646765288981,0,0
243,control,25.509314996054204,50.434878563737186,0,0.0,215.72833861277113,0,1
244,control,50.03443883725411,24.581610207064873,0,0.0,268.75710429373936,0,0
245,control,27.104984310277157,30.25247225113167,0,0.0,168.14827184251757,0,1
246,control,48.297813133488766,53.542251665671415,0,0.0,258.8929597608315,0,0
247,control,82.39464865816186,73.02865833265781,0,0.0,253.1157265264249,0,0
248,control,63.2481868672084,70.88988712485776,0,0.0,164.46237658993763,0,0
249,control,46.93165625585956,54.97977526675634,0,0.0,181.72268315095417,0,0
250,control,43.15547079908423,43.78848047552507,0,0.0,159.10177344134354,0,1
251,control,14.337219991375147,24.00644662813309,0,0.0,212.47230190059483,0,0
252,control,90.48228022862196,58.26210360404186,0,0.0,189.02977650042274,0,1
253,control,68.83777665237201,51.36568224189633,0,0.0,253.91418434291745,0,1
254,control,46.84018144930962,22.49532305622628,0,0.0,164.94059187722755,0,0
255,control,42.859521896122196,31.101124841521262,0,0.0,216.0548422942125,0,0
256,control,13.178751577767587,32.24402124874861,0,0.0,257.15287961154104,0,1
257,control,56.32049689473487,35.33784508872466,0,0.0,171.10635617121497,0,1
258,control,11.506431840346615,34.415875105100014,0,0.0,131.36844678151982,0,0
259,control,84.8132329946215,59.34666201248707,0,0.0,231.05221638277052,0,0
260,control,48.23593166358069,55.18948991055762,0,0.0,251.93636304097544,0,0
261,control,30.451577916869187,52.490803577769654,0,0.0,232.8328311628267,0,0
262,control,64.91783527159329,48.06796862790516,1,74.56309162515667,185.64263806270537,0,0
263,control,76.88280521594609,80.37554837356761,0,0.0,213.93722388754847,0,0
264,control,30.50583190944469,37.32985456891341,0,0.0,231.07169511314208,0,1
265,control,54.19147847418225,48.1037699991007,0,0.0,152.5847312449353,0,1
266,control,30.152997163197256,36.42036128235717,0,0.0,207.6702136732739,0,0
267,control,68.11427562439724,72.77894020062048,0,0.0,159.3898683803845,0,1
268,control,66.04660643025304,68.55937991568054,0,0.0,258.6600219547125,0,0
269,control,73.37728859577015,83.01674643909615,0,0.0,238.2508953814581,0,1
270,control,47.38234953421864,65.16446179313,1,98.34492120045931,272.64053011652646,0,1
271,control,40.82919371999958,40.039969989821245,0,0.0,204.32709965460043,0,0
272,control,52.736568056689364,55.24429696342569,0,0.0,183.91206428617832,0,0
273,control,64.96279844039508,68.41529659952441,0,0.0,163.20579587017724,0,0
274,control,38.28431065017699,67.20305163515349,0,0.0,196.61389151487887,0,0
275,control,60.42550692251769,48.383312090740304,0,0.0,228.90426970890073,0,1
276,control,41.931747748418935,52.58546751119652,0,0.0,189.535727064567,0,0
277,control,19.03962331750415,77.11681164291689,1,93.19379799801433,188.8284923759798,0,0
278,control,83.73031832587128,68.1194492583918,0,0.0,210.86895201894686,0,2
279,control,32.37936271593203,14.136574388962913,0,0.0,81.38068683688222,0,1
280,control,38.06085336561043,46.992251985488494,0,0.0,216.1645126876425,0,0
281,control,48.04786205685168,50.45807732323879,0,0.0,230.55949744327313,0,0
282,control,23.324310195384108,21.02891681322336,0,0.0,226.56843340324113,0,1
283,control,97.15307314619413,48.232998340304775,0,0.0,203.33812907732968,0,1
284,control,63.407674081108766,40.190855691788244,1,60.53910080844788,247.13308264847583,0,0
285,control,50.93738502030436,67.05157707090974,1,99.47131439291978,235.57682636898653,0,0
286,control,47.50917641882809,54.6831434733332,0,0.0,260.96212193664815,0,1
287,control,32.58160940639616,71.04321062913877,0,0.0,186.9530472754709,0,0
288,control,33.88020382207374,0.0,0,0.0,227.29781075801463,0,0
289,control,33.558700166026085,25.363756944647413,0,0.0,313.6759097912262,0,0
290,control,58.58254014026188,63.43223667839544,0,0.0,212.13199423952804,0,0
291,control,39.23804203664118,43.19410270752077,0,0.0,220.49418053426254,0,0
292,control,16.765648991299102,15.354020429072811,0,0.0,237.0675719616448,0,0
293,control,20.757946320559565,35.16103330598172,0,0.0,113.56104727173438,0,1
294,control,59.085798645954796,32.028335126660394,0,0.0,233.00624593027086,0,0
295,control,21.195346373716795,31.045858495561095,0,0.0,269.1281146628474,0,0
296,control,20.30324842248492,30.389402846559353,0,0.0,158.67922090004367,0,0
297,control,26.91063823938627,37.97752916019594,0,0.0,244.45849191321312,0,1
298,control,71.3582195946547,56.03375975203173,0,0.0,191.869373121657,0,0
299,control,23.97135007337244,0.632290580362465,0,0.0,282.91799639094154,0,0
300,control,72.30874602841244,64.73333716219292,0,0.0,272.4160873624595,0,0
301,control,53.28718519835727,49.20440865904923,0,0.0,216.22662063129349,0,1
302,control,82.90796269830585,67.01775808737969,1,138.4569848808398,85.2686610420065,0,0
303,control,38.903823270481865,55.74162292351953,1,106.61925181722764,194.31309472099562,0,1
304,control,65.61109477960491,38.561775562023,1,122.57008605038547,155.89975818215154,0,0
305,control,85.86073158888951,83.0834054306337,1,92.6405273884393,77.1292134751393,0,2
306,control,62.98253255757822,68.63238111529796,0,0.0,245.93231579180238,0,0
307,control,70.46640192449092,66.12712859786733,0,0.0,194.09005077684645,0,1
308,control,60.56026261914094,46.62575420433585,0,0.0,196.13416987385042,0,0
309,control,52.52263410545725,48.4235958190228,0,0.0,226.37234029268367,0,1
310,control,46.39413700431276,42.24944597578212,0,0.0,167.99012902438972,0,1
311,control,15.534705437299943,43.98374845639532,0,0.0,297.23540414184095,0,0
312,control,49.612309967136014,44.79983561792177,0,0.0,260.7619897705627,0,0
313,control,60.9141305743915,39.01253130202649,0,0.0,166.2195029796287,0,0
314,control,70.48790685050305,33.914412417068476,0,0.0,328.00326710234475,0,0
315,control,50.935391435448814,50.824938485951854,1,68.10622378903858,182.2479299114003,0,1
316,control,83.061591690994,105.95773711234591,0,0.0,148.21467380934263,0,1
317,control,58.77454956899819,63.83076260191325,0,0.0,270.1362211370632,0,0
318,control,23.96658497747989,42.129542550003,0,0.0,67.30902900574223,0,0
319,control,59.35451187037812,68.46355557758255,0,0.0,207.27818135245047,0,0
320,control,12.996265325420184,27.32964546261183,1,38.53298638468348,205.31901978115928,0,1
321,control,72.01204280834932,66.78983678614048,0,0.0,159.0858584114916,0,1
322,control,85.23868676101513,67.73038320455254,1,36.353964469657,197.7108939084809,0,0
323,control,56.36104427512862,79.57357462591764,0,0.0,200.4042565585853,0,1
324,control,24.327653242370406,15.134733162146379,0,0.0,171.0163040460487,0,1
325,control,77.59107025756343,59.55575394544598,0,0.0,203.62034084077038,0,1
326,control,55.67382593080899,52.91960483148034,1,73.45413087065951,211.88253862439126,0,2
327,control,55.88099143754823,41.292136079234965,0,0.0,240.76840830877947,0,0
328,control,36.04812007442772,65.68693481228149,0,0.0,139.43038320453368,0,0
329,control,27.40505234768232,76.1349548354419,0,0.0,188.04106551941663,0,0
330,control,48.771426485591114,33.14540498001064,0,0.0,299.303405081231,0,0
331,control,75.96628030772985,86.31876779892141,0,0.0,180.06969992342002,0,0
332,control,51.72855646861108,41.10368692482935,0,0.0,265.32055314564786,0,1
333,control,66.45329732949453,61.30106631686966,0,0.0,265.8254549897985,0,0
334,control,51.45503883237751,78.28144796172799,0,0.0,256.3905972116818,0,2
335,control,36.132975013856594,33.079163027543295,0,0.0,204.19589254616054,0,0
336,control,35.38026187898002,39.89654693459903,0,0.0,261.568763106232,0,1
337,control,54.03003848752723,42.44817875328084,0,0.0,221.50916253063804,0,1
338,control,62.7562204319184,49.36664650007408,0,0.0,205.66051588582405,0,1
339,control,25.91750135626245,32.073139501798096,0,0.0,184.02677806067717,0,1
340,control,73.28223080371477,48.90849704780047,0,0.0,124.67762509414267,0,0
341,control,69.80850712644614,48.68250318226478,0,0.0,173.15878240474723,0,1
342,control,40.79728567226329,48.78451784744313,0,0.0,176.78340516036133,0,1
343,control,71.67262352545646,63.56239378790014,0,0.0,97.38712469601761,0,0
344,control,58.28455217596047,72.9373930357481,0,0.0,304.7740344041962,0,0
345,control,29.825351555299168,19.18073296714866,0,0.0,201.04228901827554,0,1
346,control,50.31018180435921,50.693428550603606,0,0.0,171.89956737011448,0,0
347,control,53.130533585960684,55.43258728967418,1,109.11132665994957,171.0768948475504,0,1
348,control,55.7183608394728,61.95272894343104,0,0.0,73.47231745538292,0,1
349,control,41.81412875730903,37.069909205679046,0,0.0,212.60172335686153,0,2
350,control,58.657947498674964,30.21746986922068,0,0.0,199.48414638382604,0,1
351,control,63.483421162173585,64.72602239037491,1,81.14045735264179,280.08255299550615,0,0
352,control,59.35308017518205,59.71662165677755,0,0.0,139.53236050343045,0,0
353,control,25.062849548493233,47.065437664954864,0,0.0,137.9400574897025,0,0
354,control,68.59091554787831,67.62618772885348,1,116.84294182773864,151.94222162828981,0,1
355,control,41.601299008428974,56.0843331178728,0,0.0,220.58092341788333,0,0
356,control,54.028252030617026,44.38958219637912,0,0.0,153.21711657486634,0,0
357,control,62.14151227871463,50.65033683412871,0,0.0,146.02323865022237,0,1
358,control,65.64149280929236,48.30957285933508,1,35.2562759279883,151.011569244922,0,1
359,control,72.2714139303135,41.223661107063094,1,151.14027721306624,174.99195509090526,0,0
360,control,48.63538110607082,25.0590316112289,0,0.0,172.4923404291549,0,0
361,control,62.16322108949505,73.16772353955541,1,70.25849774742838,182.0329755479743,0,1
